"Overfitting",1000,1000,0,"Custom Noun","Overfitting"
"Precision",1000,1000,0,"Custom Noun","Precision"
"Prediction",1000,1000,0,"Custom Noun","Prediction"
"Probabilistic",1000,1000,0,"Custom Noun","Probabilistic"
"Probabilistic Model",1000,1000,0,"Custom Noun","Probabilistic Model"
"Pruning",1000,1000,0,"Custom Noun","Pruning"
"Quantization",1000,1000,0,"Custom Noun","Quantization"
"Quantize",1000,1000,0,"Custom Noun","Quantize"
"Rank",1000,1000,0,"Custom Noun","Rank"
"Recall",1000,1000,0,"Custom Noun","Recall"
"Recognition",1000,1000,0,"Custom Noun","Recognition"
"Recognizer",1000,1000,0,"Custom Noun","Recognizer"
"Recommendation",1000,1000,0,"Custom Noun","Recommendation"
"Recommender System",1000,1000,0,"Custom Noun","Recommender System"
"Reconstruction",1000,1000,0,"Custom Noun","Reconstruction"
"Reconstruction Loss",1000,1000,0,"Custom Noun","Reconstruction Loss"
"Redundancy",1000,1000,0,"Custom Noun","Redundancy"
"Regularization",1000,1000,0,"Custom Noun","Regularization"
"Reinforcement Learning",1000,1000,0,"Custom Noun","Reinforcement Learning"
"Reliability",1000,1000,0,"Custom Noun","Reliability"
"Reliable",1000,1000,0,"Custom Noun","Reliable"
"Rerank",1000,1000,0,"Custom Noun","Rerank"
"Robust",1000,1000,0,"Custom Noun","Robust"
"Robustness",1000,1000,0,"Custom Noun","Robustness"
"Rule-based",1000,1000,0,"Custom Noun","Rule-based"
"Sampling",1000,1000,0,"Custom Noun","Sampling"
"Self-Distillation",1000,1000,0,"Custom Noun","Self-Distillation"
"Self-adaption",1000,1000,0,"Custom Noun","Self-adaption"
"Self-adaptive Learning",1000,1000,0,"Custom Noun","Self-adaptive Learning"
"Self-supervised",1000,1000,0,"Custom Noun","Self-supervised"
"Self-supervised Learning",1000,1000,0,"Custom Noun","Self-supervised Learning"
"Self-supervised Pre-training",1000,1000,0,"Custom Noun","Self-supervised Pre-training"
"Semantic Similarity",1000,1000,0,"Custom Noun","Semantic Similarity"
"Sensitivity",1000,1000,0,"Custom Noun","Sensitivity"
"Similarity",1000,1000,0,"Custom Noun","Similarity"
"Simulation",1000,1000,0,"Custom Noun","Simulation"
"Simulation",1000,1000,0,"Custom Noun","Simulation"
"SGD",1000,1000,0,"Custom Noun","SGD"
"Stochastic Gradient Descent",1000,1000,0,"Custom Noun","Stochastic Gradient Descent"
"Supervised",1000,1000,0,"Custom Noun","Supervised"
"Supervised Learning",1000,1000,0,"Custom Noun","Supervised Learning"
"Synthesize",1000,1000,0,"Custom Noun","Synthesize"
"Task-specific",1000,1000,0,"Custom Noun","Task-specific"
"Test",1000,1000,0,"Custom Noun","Test"
"Theoretical Framework",1000,1000,0,"Custom Noun","Theoretical Framework"
"Theory",1000,1000,0,"Custom Noun","Theory"
"Time-consuming",1000,1000,0,"Custom Noun","Time-consuming"
"Topic Model",1000,1000,0,"Custom Noun","Topic Model"
"Train",1000,1000,0,"Custom Noun","Train"
"Transfer Learning",1000,1000,0,"Custom Noun","Transfer Learning"
"Unbalanced",1000,1000,0,"Custom Noun","Unbalanced"
"Unbalanced Data",1000,1000,0,"Custom Noun","Unbalanced Data"
"Unseen Domain",1000,1000,0,"Custom Noun","Unseen Domain"
"Unsupervised",1000,1000,0,"Custom Noun","Unsupervised"
"Unsupervised Learning",1000,1000,0,"Custom Noun","Unsupervised Learning"
"Variational Autoencoder",1000,1000,0,"Custom Noun","Variational Autoencoder"
"Weakly-supervised",1000,1000,0,"Custom Noun","Weakly-supervised"
"Weakly-supervised Learning",1000,1000,0,"Custom Noun","Weakly-supervised Learning"
"Zero-shot",1000,1000,0,"Custom Noun","Zero-shot"
"cosine",1000,1000,0,"Custom Noun","cosine"
"github.com",1000,1000,0,"Custom Noun","github.com"
"human-in-the-loop",1000,1000,0,"Custom Noun","human-in-the-loop"
"many-to-many",1000,1000,0,"Custom Noun","many-to-many"
"one-to-many",1000,1000,0,"Custom Noun","one-to-many"
"one-to-one",1000,1000,0,"Custom Noun","one-to-one"
"pre-train",1000,1000,0,"Custom Noun","pre-train"
"self-train",1000,1000,0,"Custom Noun","self-train"
"sine",1000,1000,0,"Custom Noun","sine"
"SOTA",1000,1000,0,"Custom Noun","SOTA"
"state-of-the-art",1000,1000,0,"Custom Noun","state-of-the-art"
"synthetic data",1000,1000,0,"Custom Noun","synthetic data"
"tangent",1000,1000,0,"Custom Noun","tangent"
"Semi-Supervised Learning",1000,1000,0,"Custom Noun","Semi-Supervised Learning"
"Semi-Supervised Training",1000,1000,0,"Custom Noun","Semi-Supervised Training"
"Hopping",1000,1000,0,"Custom Noun","Hopping"
"Softmax",1000,1000,0,"Custom Noun","Softmax"
"Activation Function",1000,1000,0,"Custom Noun","Activation Function"
"Parameter Sharing",1000,1000,0,"Custom Noun","Parameter Sharing"
"Tensor Decomposition",1000,1000,0,"Custom Noun","Tensor Decomposition"
"Sub-Quadratic Transformer",1000,1000,0,"Custom Noun","Sub-Quadratic Transformer"
"Foundation Model",1000,1000,0,"Custom Noun","Foundation Model"
"Sample Size",1000,1000,0,"Custom Noun","Sample Size"
"Square Loss",1000,1000,0,"Custom Noun","Square Loss"
"Phase-shift Detector",1000,1000,0,"Custom Noun","Phase-shift Detector"
"Bandit Algorithm",1000,1000,0,"Custom Noun","Bandit Algorithm"
"Structured Bandit",1000,1000,0,"Custom Noun","Structured Bandit"
"Bandit",1000,1000,0,"Custom Noun","Bandit"
"Software Fault Prediction",1000,1000,0,"Custom Noun","Software Fault Prediction"
"Software Fault Detection",1000,1000,0,"Custom Noun","Software Fault Detection"
"Planning Domain Descrition Language",1000,1000,0,"Custom Noun","Planning Domain Descrition Language"
"PDDL",1000,1000,0,"Custom Noun","PDDL"
"Retrieval Augmented Generation",1000,1000,0,"Custom Noun","Retrieval Augmented Generation"
"Retrieval-Augmented Generation",1000,1000,0,"Custom Noun","Retrieval-Augmented Generation"
"RAG",1000,1000,0,"Custom Noun","RAG"
"Benchmarking",1000,1000,0,"Custom Noun","Benchmarking"
"Benchmark",1000,1000,0,"Custom Noun","Benchmark"
"Reinforcement Learning from Human Feedback",1000,1000,0,"Custom Noun","Reinforcement Learning from Human Feedback"
"RLHF",1000,1000,0,"Custom Noun","RLHF"
"Federated Learning",1000,1000,0,"Custom Noun","Federated Learning"
"Knowledge Graph",1000,1000,0,"Custom Noun","Knowledge Graph"
"KG",1000,1000,0,"Custom Noun","KG"
"Distributional Reinforcement Learning",1000,1000,0,"Custom Noun","Distributional Reinforcement Learning"
"DistRL",1000,1000,0,"Custom Noun","DistRL"
"Anomaly Detection",1000,1000,0,"Custom Noun","Anomaly Detection"
"Markov Decision Process",1000,1000,0,"Custom Noun","Markov Decision Process"
"MDPs",1000,1000,0,"Custom Noun","MDPs"
"Markov Game",1000,1000,0,"Custom Noun","Markov Game"
"Karush-Kuhn-Tucker",1000,1000,0,"Custom Noun","Karush-Kuhn-Tucker"
"KKT",1000,1000,0,"Custom Noun","KKT"
"Geometry",1000,1000,0,"Custom Noun","Geometry"
"Black Box",1000,1000,0,"Custom Noun","Black Box"
"Representation Learning",1000,1000,0,"Custom Noun","Representation Learning"
"Distribution Shift",1000,1000,0,"Custom Noun","Distribution Shift"
"Distribution-Shift",1000,1000,0,"Custom Noun","Distribution-Shift"
"Continuous-Time",1000,1000,0,"Custom Noun","Continuous-Time"
"Continuous Time",1000,1000,0,"Custom Noun","Continuous Time"
"Discrete Time",1000,1000,0,"Custom Noun","Discrete Time"
"Discrete-Time",1000,1000,0,"Custom Noun","Discrete-Time"
"Direct Preference Optimization",1000,1000,0,"Custom Noun","Direct Preference Optimization"
"Hopfield Network",1000,1000,0,"Custom Noun","Hopfield Network"
"Hopfield Net",1000,1000,0,"Custom Noun","Hopfield Net"
"Hopfield Model",1000,1000,0,"Custom Noun","Hopfield Model"
"VR",1000,1000,0,"Custom Noun","VR"
"Virtual Reality",1000,1000,0,"Custom Noun","Virtual Reality"
"AR",1000,1000,0,"Custom Noun","AR"
"Augmented Reality",1000,1000,0,"Custom Noun","Augmented Reality"
"MR",1000,1000,0,"Custom Noun","MR"
"Mixed Reality",1000,1000,0,"Custom Noun","Mixed Reality"
"Deep Neural Network",1000,1000,0,"Custom Noun","Deep Neural Network"
"DNN",1000,1000,0,"Custom Noun","DNN"
"AutoML",1000,1000,0,"Custom Noun","AutoML"
"Split Learning",1000,1000,0,"Custom Noun","Split Learning"
"Concept Activation Vectors",1000,1000,0,"Custom Noun","Concept Activation Vectors"
"CAV",1000,1000,0,"Custom Noun","CAV"
"Low-Rank Adaptation",1000,1000,0,"Custom Noun","Low-Rank Adaptation"
"LoRA",1000,1000,0,"Custom Noun","LoRA"
"Echo-Chamber",1000,1000,0,"Custom Noun","Echo-Chamber"
"Echo Chamber",1000,1000,0,"Custom Noun","Echo Chamber"
"Metric Local Differential Privacy",1000,1000,0,"Custom Noun","Metric Local Differential Privacy"
"MLDP",1000,1000,0,"Custom Noun","MLDP"
"Formal Concept Analysis",1000,1000,0,"Custom Noun","Formal Concept Analysis"
"Automated Ontology Instantiation",1000,1000,0,"Custom Noun","Automated Ontology Instantiation"
"Mixture-of-Experts",1000,1000,0,"Custom Noun","Mixture-of-Experts"
"Entity Linking",1000,1000,0,"Custom Noun","Entity Linking"
"Web Agent",1000,1000,0,"Custom Noun","Web Agent"
"Personalization",1000,1000,0,"Custom Noun","Personalization"
"Memorization Quantification",1000,1000,0,"Custom Noun","Memorization Quantification"
"Cellular Automaton",1000,1000,0,"Custom Noun","Cellular Automaton"
"Pattern Recognition",1000,1000,0,"Custom Noun","Pattern Recognition"
"Pattern Matching",1000,1000,0,"Custom Noun","Pattern Matching"
"Temporal Scaling Law",1000,1000,0,"Custom Noun","Temporal Scaling Law"
"Common Core Ontologies",1000,1000,0,"Custom Noun","Common Core Ontologies"
"Q-Learning",1000,1000,0,"Custom Noun","Q-Learning"
"Commonsense Knowledge Base",1000,1000,0,"Custom Noun","Commonsense Knowledge Base"
"Copilot",1000,1000,0,"Custom Noun","Copilot"
"Truth-value Judgement",1000,1000,0,"Custom Noun","Truth-value Judgement"
"Alpaca",1000,1000,0,"Custom Noun","Alpaca"
"BART",1000,1000,0,"Custom Noun","BART"
"BERT",1000,1000,0,"Custom Noun","BERT"
"BLOOM",1000,1000,0,"Custom Noun","BLOOM"
"Bag-of-Words",1000,1000,0,"Custom Noun","Bag-of-Words"
"Bard",1000,1000,0,"Custom Noun","Bard"
"Bing",1000,1000,0,"Custom Noun","Bing"
"Box Embedding",1000,1000,0,"Custom Noun","Box Embedding"
"ChatGPT",1000,1000,0,"Custom Noun","ChatGPT"
"CodeGen",1000,1000,0,"Custom Noun","CodeGen"
"CtrlEval",1000,1000,0,"Custom Noun","CtrlEval"
"Disambiguation",1000,1000,0,"Custom Noun","Disambiguation"
"Doc2vec",1000,1000,0,"Custom Noun","Doc2vec"
"GPT",1000,1000,0,"Custom Noun","GPT"
"GPT-2",1000,1000,0,"Custom Noun","GPT-2"
"GPT-3",1000,1000,0,"Custom Noun","GPT-3"
"GPT-3.5",1000,1000,0,"Custom Noun","GPT-3.5"
"GPT-4",1000,1000,0,"Custom Noun","GPT-4"
"GPT-4 turbo",1000,1000,0,"Custom Noun","GPT-4 turbo"
"InstructGPT",1000,1000,0,"Custom Noun","InstructGPT"
"LLaMA",1000,1000,0,"Custom Noun","LLaMA"
"LaMDA",1000,1000,0,"Custom Noun","LaMDA"
"N-gram",1000,1000,0,"Custom Noun","N-gram"
"PaLM",1000,1000,0,"Custom Noun","PaLM"
"RNN",1000,1000,0,"Custom Noun","RNN"
"Recurrent Neural Network",1000,1000,0,"Custom Noun","Recurrent Neural Network"
"RoBERTa",1000,1000,0,"Custom Noun","RoBERTa"
"Transformer",1000,1000,0,"Custom Noun","Transformer"
"Word2box",1000,1000,0,"Custom Noun","Word2box"
"Word2vec",1000,1000,0,"Custom Noun","Word2vec"
"X-VLM",1000,1000,0,"Custom Noun","X-VLM"
"falcon",1000,1000,0,"Custom Noun","falcon"
"Abstractive Conversation Summarization",1000,1000,0,"Custom Noun","Abstractive Conversation Summarization"
"Aspect Extraction",1000,1000,0,"Custom Noun","Aspect Extraction"
"Aspect-based Sentiment Analysis",1000,1000,0,"Custom Noun","Aspect-based Sentiment Analysis"
"Attention Alignment",1000,1000,0,"Custom Noun","Attention Alignment"
"ASR",1000,1000,0,"Custom Noun","ASR"
"Automatic Speech Recognition",1000,1000,0,"Custom Noun","Automatic Speech Recognition"
"Speech Recognition",1000,1000,0,"Custom Noun","Speech Recognition"
"Chatbot",1000,1000,0,"Custom Noun","Chatbot"
"Code Generation",1000,1000,0,"Custom Noun","Code Generation"
"Common-sense Reasoning",1000,1000,0,"Custom Noun","Common-sense Reasoning"
"Continual Relation Extraction",1000,1000,0,"Custom Noun","Continual Relation Extraction"
"Coreference Resolution",1000,1000,0,"Custom Noun","Coreference Resolution"
"Co-Reference Resolution",1000,1000,0,"Custom Noun","Co-Reference Resolution"
"Counterfactual Reasoning",1000,1000,0,"Custom Noun","Counterfactual Reasoning"
"Dialogue Response Generation",1000,1000,0,"Custom Noun","Dialogue Response Generation"
"Dialogue State Tracking",1000,1000,0,"Custom Noun","Dialogue State Tracking"
"Dialogue System",1000,1000,0,"Custom Noun","Dialogue System"
"Document Classification",1000,1000,0,"Custom Noun","Document Classification"
"Document Ranking",1000,1000,0,"Custom Noun","Document Ranking"
"Emotion Recognition",1000,1000,0,"Custom Noun","Emotion Recognition"
"Essay Scoring",1000,1000,0,"Custom Noun","Essay Scoring"
"Event Argument Extraction",1000,1000,0,"Custom Noun","Event Argument Extraction"
"Event Detection",1000,1000,0,"Custom Noun","Event Detection"
"Event-Relation Extraction",1000,1000,0,"Custom Noun","Event-Relation Extraction"
"Explainable Recommendation",1000,1000,0,"Custom Noun","Explainable Recommendation"
"Fact Verification",1000,1000,0,"Custom Noun","Fact Verification"
"Fake News Detection",1000,1000,0,"Custom Noun","Fake News Detection"
"Finantial Sentiment Analysis",1000,1000,0,"Custom Noun","Finantial Sentiment Analysis"
"GEC",1000,1000,0,"Custom Noun","GEC"
"Grammatical Error Correction",1000,1000,0,"Custom Noun","Grammatical Error Correction"
"Grounding",1000,1000,0,"Custom Noun","Grounding"
"Hate Speech Detection",1000,1000,0,"Custom Noun","Hate Speech Detection"
"Idiom Usage Detection",1000,1000,0,"Custom Noun","Idiom Usage Detection"
"Idiom Usage Extraction",1000,1000,0,"Custom Noun","Idiom Usage Extraction"
"Idiom Usage Recognition",1000,1000,0,"Custom Noun","Idiom Usage Recognition"
"Image Translation",1000,1000,0,"Custom Noun","Image Translation"
"Image-text",1000,1000,0,"Custom Noun","Image-text"
"Image-to-text",1000,1000,0,"Custom Noun","Image-to-text"
"Image2text",1000,1000,0,"Custom Noun","Image2text"
"Information Compression",1000,1000,0,"Custom Noun","Information Compression"
"Information Extraction",1000,1000,0,"Custom Noun","Information Extraction"
"Information Retrieval",1000,1000,0,"Custom Noun","Information Retrieval"
"Instruction Following",1000,1000,0,"Custom Noun","Instruction Following"
"Intent Detection",1000,1000,0,"Custom Noun","Intent Detection"
"Intent Extraction",1000,1000,0,"Custom Noun","Intent Extraction"
"Intent Recognition",1000,1000,0,"Custom Noun","Intent Recognition"
"KPA",1000,1000,0,"Custom Noun","KPA"
"Key Point Analysis",1000,1000,0,"Custom Noun","Key Point Analysis"
"Keyword Detection",1000,1000,0,"Custom Noun","Keyword Detection"
"Keyword Extraction",1000,1000,0,"Custom Noun","Keyword Extraction"
"Keyword Recognition",1000,1000,0,"Custom Noun","Keyword Recognition"
"Language Generation",1000,1000,0,"Custom Noun","Language Generation"
"Lemmatization",1000,1000,0,"Custom Noun","Lemmatization"
"MT",1000,1000,0,"Custom Noun","MT"
"Machine Translation",1000,1000,0,"Custom Noun","Machine Translation"
"Mathematical Reasoning",1000,1000,0,"Custom Noun","Mathematical Reasoning"
"Metaphor Detection",1000,1000,0,"Custom Noun","Metaphor Detection"
"Metaphor Extraction",1000,1000,0,"Custom Noun","Metaphor Extraction"
"Metaphor Recognition",1000,1000,0,"Custom Noun","Metaphor Recognition"
"Mixture-of-Memory Augmentation",1000,1000,0,"Custom Noun","Mixture-of-Memory Augmentation"
"Morphological Analysis",1000,1000,0,"Custom Noun","Morphological Analysis"
"Named Entity Disambiguation",1000,1000,0,"Custom Noun","Named Entity Disambiguation"
"NLG",1000,1000,0,"Custom Noun","NLG"
"Natural Language Generation",1000,1000,0,"Custom Noun","Natural Language Generation"
"NLI",1000,1000,0,"Custom Noun","NLI"
"Natural Language Inference",1000,1000,0,"Custom Noun","Natural Language Inference"
"Natural Language Video Localization",1000,1000,0,"Custom Noun","Natural Language Video Localization"
"NMT",1000,1000,0,"Custom Noun","NMT"
"Neural Machine Translation",1000,1000,0,"Custom Noun","Neural Machine Translation"
"Next Sentence Prediction",1000,1000,0,"Custom Noun","Next Sentence Prediction"
"Off-Topic Detection",1000,1000,0,"Custom Noun","Off-Topic Detection"
"Open Information Extraction",1000,1000,0,"Custom Noun","Open Information Extraction"
"ODQA",1000,1000,0,"Custom Noun","ODQA"
"Open-Domain Question Answering",1000,1000,0,"Custom Noun","Open-Domain Question Answering"
"OpenIE",1000,1000,0,"Custom Noun","OpenIE"
"Opinion Summarization",1000,1000,0,"Custom Noun","Opinion Summarization"
"Probabilistic Reasoning",1000,1000,0,"Custom Noun","Probabilistic Reasoning"
"QA",1000,1000,0,"Custom Noun","QA"
"Question Answering",1000,1000,0,"Custom Noun","Question Answering"
"Reasoning",1000,1000,0,"Custom Noun","Reasoning"
"Relation Detection",1000,1000,0,"Custom Noun","Relation Detection"
"Relation Extraction",1000,1000,0,"Custom Noun","Relation Extraction"
"Relation Recognition",1000,1000,0,"Custom Noun","Relation Recognition"
"Semantic Parsing",1000,1000,0,"Custom Noun","Semantic Parsing"
"Sentence Embedding",1000,1000,0,"Custom Noun","Sentence Embedding"
"Sentiment Analysis",1000,1000,0,"Custom Noun","Sentiment Analysis"
"Speech Translation",1000,1000,0,"Custom Noun","Speech Translation"
"Speech-to-Speech",1000,1000,0,"Custom Noun","Speech-to-Speech"
"Stemming",1000,1000,0,"Custom Noun","Stemming"
"Table Filling",1000,1000,0,"Custom Noun","Table Filling"
"Text Analysis",1000,1000,0,"Custom Noun","Text Analysis"
"Text Augmentation",1000,1000,0,"Custom Noun","Text Augmentation"
"Text Classification",1000,1000,0,"Custom Noun","Text Classification"
"Text Clustering",1000,1000,0,"Custom Noun","Text Clustering"
"Neural Text Generation",1000,1000,0,"Custom Noun","Neural Text Generation"
"Text Data Generation",1000,1000,0,"Custom Noun","Text Data Generation"
"Text Generation",1000,1000,0,"Custom Noun","Text Generation"
"Text Inference",1000,1000,0,"Custom Noun","Text Inference"
"Text Mining",1000,1000,0,"Custom Noun","Text Mining"
"Text Normalization",1000,1000,0,"Custom Noun","Text Normalization"
"Text Segmentation",1000,1000,0,"Custom Noun","Text Segmentation"
"Text Summarization",1000,1000,0,"Custom Noun","Text Summarization"
"Text Transformation",1000,1000,0,"Custom Noun","Text Transformation"
"TTS",1000,1000,0,"Custom Noun","TTS"
"Text-to-speech",1000,1000,0,"Custom Noun","Text-to-speech"
"Text-image",1000,1000,0,"Custom Noun","Text-image"
"Text-to-image",1000,1000,0,"Custom Noun","Text-to-image"
"Text2image",1000,1000,0,"Custom Noun","Text2image"
"Textual Adversarial Detection",1000,1000,0,"Custom Noun","Textual Adversarial Detection"
"Textual Entailment",1000,1000,0,"Custom Noun","Textual Entailment"
"Textual Generation",1000,1000,0,"Custom Noun","Textual Generation"
"Tokenization",1000,1000,0,"Custom Noun","Tokenization"
"Topic Segmentation",1000,1000,0,"Custom Noun","Topic Segmentation"
"VQA",1000,1000,0,"Custom Noun","VQA"
"Visual Question Answering",1000,1000,0,"Custom Noun","Visual Question Answering"
